1,1,1000
0,0
0.01,0.25067
0.02,0.49738
0.03,0.73625
0.04,0.96351
0.05,1.1756
0.06,1.3691
0.07,1.541
0.08,1.6887
0.09,1.8097
0.1,1.9021
0.11,1.9646
0.12,1.9961
0.13,1.9961
0.14,1.9646
0.15,1.9021
0.16,1.8097
0.17,1.6887
0.18,1.541
0.19,1.3691
0.2,1.1756
0.21,0.96351
0.22,0.73625
0.23,0.49738
0.24,0.25067
0.25,2.4493e-16
0.26,-0.25067
0.27,-0.49738
0.28,-0.73625
0.29,-0.96351
0.3,-1.1756
0.31,-1.3691
0.32,-1.541
0.33,-1.6887
0.34,-1.8097
0.35,-1.9021
0.36,-1.9646
0.37,-1.9961
0.38,-1.9961
0.39,-1.9646
0.4,-1.9021
0.41,-1.8097
0.42,-1.6887
0.43,-1.541
0.44,-1.3691
0.45,-1.1756
0.46,-0.96351
0.47,-0.73625
0.48,-0.49738
0.49,-0.25067
0.5,-4.8986e-16
0.51,0.25067
0.52,0.49738
0.53,0.73625
0.54,0.96351
0.55,1.1756
0.56,1.3691
0.57,1.541
0.58,1.6887
0.59,1.8097
0.6,1.9021
0.61,1.9646
0.62,1.9961
0.63,1.9961
0.64,1.9646
0.65,1.9021
0.66,1.8097
0.67,1.6887
0.68,1.541
0.69,1.3691
0.7,1.1756
0.71,0.96351
0.72,0.73625
0.73,0.49738
0.74,0.25067
0.75,7.3479e-16
0.76,-0.25067
0.77,-0.49738
0.78,-0.73625
0.79,-0.96351
0.8,-1.1756
0.81,-1.3691
0.82,-1.541
0.83,-1.6887
0.84,-1.8097
0.85,-1.9021
0.86,-1.9646
0.87,-1.9961
0.88,-1.9961
0.89,-1.9646
0.9,-1.9021
0.91,-1.8097
0.92,-1.6887
0.93,-1.541
0.94,-1.3691
0.95,-1.1756
0.96,-0.96351
0.97,-0.73625
0.98,-0.49738
0.99,-0.25067
1,-9.7972e-16
1.01,0.25067
1.02,0.49738
1.03,0.73625
1.04,0.96351
1.05,1.1756
1.06,1.3691
1.07,1.541
1.08,1.6887
1.09,1.8097
1.1,1.9021
1.11,1.9646
1.12,1.9961
1.13,1.9961
1.14,1.9646
1.15,1.9021
1.16,1.8097
1.17,1.6887
1.18,1.541
1.19,1.3691
1.2,1.1756
1.21,0.96351
1.22,0.73625
1.23,0.49738
1.24,0.25067
1.25,1.2246e-15
1.26,-0.25067
1.27,-0.49738
1.28,-0.73625
1.29,-0.96351
1.3,-1.1756
1.31,-1.3691
1.32,-1.541
1.33,-1.6887
1.34,-1.8097
1.35,-1.9021
1.36,-1.9646
1.37,-1.9961
1.38,-1.9961
1.39,-1.9646
1.4,-1.9021
1.41,-1.8097
1.42,-1.6887
1.43,-1.541
1.44,-1.3691
1.45,-1.1756
1.46,-0.96351
1.47,-0.73625
1.48,-0.49738
1.49,-0.25067
1.5,-1.4696e-15
1.51,0.25067
1.52,0.49738
1.53,0.73625
1.54,0.96351
1.55,1.1756
1.56,1.3691
1.57,1.541
1.58,1.6887
1.59,1.8097
1.6,1.9021
1.61,1.9646
1.62,1.9961
1.63,1.9961
1.64,1.9646
1.65,1.9021
1.66,1.8097
1.67,1.6887
1.68,1.541
1.69,1.3691
1.7,1.1756
1.71,0.96351
1.72,0.73625
1.73,0.49738
1.74,0.25067
1.75,1.7145e-15
1.76,-0.25067
1.77,-0.49738
1.78,-0.73625
1.79,-0.96351
1.8,-1.1756
1.81,-1.3691
1.82,-1.541
1.83,-1.6887
1.84,-1.8097
1.85,-1.9021
1.86,-1.9646
1.87,-1.9961
1.88,-1.9961
1.89,-1.9646
1.9,-1.9021
1.91,-1.8097
1.92,-1.6887
1.93,-1.541
1.94,-1.3691
1.95,-1.1756
1.96,-0.96351
1.97,-0.73625
1.98,-0.49738
1.99,-0.25067
2,-1.9594e-15
2.01,0.25067
2.02,0.49738
2.03,0.73625
2.04,0.96351
2.05,1.1756
2.06,1.3691
2.07,1.541
2.08,1.6887
2.09,1.8097
2.1,1.9021
2.11,1.9646
2.12,1.9961
2.13,1.9961
2.14,1.9646
2.15,1.9021
2.16,1.8097
2.17,1.6887
2.18,1.541
2.19,1.3691
2.2,1.1756
2.21,0.96351
2.22,0.73625
2.23,0.49738
2.24,0.25067
2.25,2.2044e-15
2.26,-0.25067
2.27,-0.49738
2.28,-0.73625
2.29,-0.96351
2.3,-1.1756
2.31,-1.3691
2.32,-1.541
2.33,-1.6887
2.34,-1.8097
2.35,-1.9021
2.36,-1.9646
2.37,-1.9961
2.38,-1.9961
2.39,-1.9646
2.4,-1.9021
2.41,-1.8097
2.42,-1.6887
2.43,-1.541
2.44,-1.3691
2.45,-1.1756
2.46,-0.96351
2.47,-0.73625
2.48,-0.49738
2.49,-0.25067
2.5,-2.4493e-15
2.51,0.25067
2.52,0.49738
2.53,0.73625
2.54,0.96351
2.55,1.1756
2.56,1.3691
2.57,1.541
2.58,1.6887
2.59,1.8097
2.6,1.9021
2.61,1.9646
2.62,1.9961
2.63,1.9961
2.64,1.9646
2.65,1.9021
2.66,1.8097
2.67,1.6887
2.68,1.541
2.69,1.3691
2.7,1.1756
2.71,0.96351
2.72,0.73625
2.73,0.49738
2.74,0.25067
2.75,9.7997e-15
2.76,-0.25067
2.77,-0.49738
2.78,-0.73625
2.79,-0.96351
2.8,-1.1756
2.81,-1.3691
2.82,-1.541
2.83,-1.6887
2.84,-1.8097
2.85,-1.9021
2.86,-1.9646
2.87,-1.9961
2.88,-1.9961
2.89,-1.9646
2.9,-1.9021
2.91,-1.8097
2.92,-1.6887
2.93,-1.541
2.94,-1.3691
2.95,-1.1756
2.96,-0.96351
2.97,-0.73625
2.98,-0.49738
2.99,-0.25067
3,-2.9392e-15
3.01,0.25067
3.02,0.49738
3.03,0.73625
3.04,0.96351
3.05,1.1756
3.06,1.3691
3.07,1.541
3.08,1.6887
3.09,1.8097
3.1,1.9021
3.11,1.9646
3.12,1.9961
3.13,1.9961
3.14,1.9646
3.15,1.9021
3.16,1.8097
3.17,1.6887
3.18,1.541
3.19,1.3691
3.2,1.1756
3.21,0.96351
3.22,0.73625
3.23,0.49738
3.24,0.25067
3.25,-3.9213e-15
3.26,-0.25067
3.27,-0.49738
3.28,-0.73625
3.29,-0.96351
3.3,-1.1756
3.31,-1.3691
3.32,-1.541
3.33,-1.6887
3.34,-1.8097
3.35,-1.9021
3.36,-1.9646
3.37,-1.9961
3.38,-1.9961
3.39,-1.9646
3.4,-1.9021
3.41,-1.8097
3.42,-1.6887
3.43,-1.541
3.44,-1.3691
3.45,-1.1756
3.46,-0.96351
3.47,-0.73625
3.48,-0.49738
3.49,-0.25067
3.5,-3.429e-15
3.51,0.25067
3.52,0.49738
3.53,0.73625
3.54,0.96351
3.55,1.1756
3.56,1.3691
3.57,1.541
3.58,1.6887
3.59,1.8097
3.6,1.9021
3.61,1.9646
3.62,1.9961
3.63,1.9961
3.64,1.9646
3.65,1.9021
3.66,1.8097
3.67,1.6887
3.68,1.541
3.69,1.3691
3.7,1.1756
3.71,0.96351
3.72,0.73625
3.73,0.49738
3.74,0.25067
3.75,1.0779e-14
3.76,-0.25067
3.77,-0.49738
3.78,-0.73625
3.79,-0.96351
3.8,-1.1756
3.81,-1.3691
3.82,-1.541
3.83,-1.6887
3.84,-1.8097
3.85,-1.9021
3.86,-1.9646
3.87,-1.9961
3.88,-1.9961
3.89,-1.9646
3.9,-1.9021
3.91,-1.8097
3.92,-1.6887
3.93,-1.541
3.94,-1.3691
3.95,-1.1756
3.96,-0.96351
3.97,-0.73625
3.98,-0.49738
3.99,-0.25067
4,-3.9189e-15
4.01,0.25067
4.02,0.49738
4.03,0.73625
4.04,0.96351
4.05,1.1756
4.06,1.3691
4.07,1.541
4.08,1.6887
4.09,1.8097
4.1,1.9021
4.11,1.9646
4.12,1.9961
4.13,1.9961
4.14,1.9646
4.15,1.9021
4.16,1.8097
4.17,1.6887
4.18,1.541
4.19,1.3691
4.2,1.1756
4.21,0.96351
4.22,0.73625
4.23,0.49738
4.24,0.25067
4.25,-2.9416e-15
4.26,-0.25067
4.27,-0.49738
4.28,-0.73625
4.29,-0.96351
4.3,-1.1756
4.31,-1.3691
4.32,-1.541
4.33,-1.6887
4.34,-1.8097
4.35,-1.9021
4.36,-1.9646
4.37,-1.9961
4.38,-1.9961
4.39,-1.9646
4.4,-1.9021
4.41,-1.8097
4.42,-1.6887
4.43,-1.541
4.44,-1.3691
4.45,-1.1756
4.46,-0.96351
4.47,-0.73625
4.48,-0.49738
4.49,-0.25067
4.5,-4.4087e-15
4.51,0.25067
4.52,0.49738
4.53,0.73625
4.54,0.96351
4.55,1.1756
4.56,1.3691
4.57,1.541
4.58,1.6887
4.59,1.8097
4.6,1.9021
4.61,1.9646
4.62,1.9961
4.63,1.9961
4.64,1.9646
4.65,1.9021
4.66,1.8097
4.67,1.6887
4.68,1.541
4.69,1.3691
4.7,1.1756
4.71,0.96351
4.72,0.73625
4.73,0.49738
4.74,0.25067
4.75,1.1759e-14
4.76,-0.25067
4.77,-0.49738
4.78,-0.73625
4.79,-0.96351
4.8,-1.1756
4.81,-1.3691
4.82,-1.541
4.83,-1.6887
4.84,-1.8097
4.85,-1.9021
4.86,-1.9646
4.87,-1.9961
4.88,-1.9961
4.89,-1.9646
4.9,-1.9021
4.91,-1.8097
4.92,-1.6887
4.93,-1.541
4.94,-1.3691
4.95,-1.1756
4.96,-0.96351
4.97,-0.73625
4.98,-0.49738
4.99,-0.25067
5,-4.8986e-15
5.01,0.25067
5.02,0.49738
5.03,0.73625
5.04,0.96351
5.05,1.1756
5.06,1.3691
5.07,1.541
5.08,1.6887
5.09,1.8097
5.1,1.9021
5.11,1.9646
5.12,1.9961
5.13,1.9961
5.14,1.9646
5.15,1.9021
5.16,1.8097
5.17,1.6887
5.18,1.541
5.19,1.3691
5.2,1.1756
5.21,0.96351
5.22,0.73625
5.23,0.49738
5.24,0.25067
5.25,-1.9619e-15
5.26,-0.25067
5.27,-0.49738
5.28,-0.73625
5.29,-0.96351
5.3,-1.1756
5.31,-1.3691
5.32,-1.541
5.33,-1.6887
5.34,-1.8097
5.35,-1.9021
5.36,-1.9646
5.37,-1.9961
5.38,-1.9961
5.39,-1.9646
5.4,-1.9021
5.41,-1.8097
5.42,-1.6887
5.43,-1.541
5.44,-1.3691
5.45,-1.1756
5.46,-0.96351
5.47,-0.73625
5.48,-0.49738
5.49,-0.25067
5.5,-1.9599e-14
5.51,0.25067
5.52,0.49738
5.53,0.73625
5.54,0.96351
5.55,1.1756
5.56,1.3691
5.57,1.541
5.58,1.6887
5.59,1.8097
5.6,1.9021
5.61,1.9646
5.62,1.9961
5.63,1.9961
5.64,1.9646
5.65,1.9021
5.66,1.8097
5.67,1.6887
5.68,1.541
5.69,1.3691
5.7,1.1756
5.71,0.96351
5.72,0.73625
5.73,0.49738
5.74,0.25067
5.75,1.2739e-14
5.76,-0.25067
5.77,-0.49738
5.78,-0.73625
5.79,-0.96351
5.8,-1.1756
5.81,-1.3691
5.82,-1.541
5.83,-1.6887
5.84,-1.8097
5.85,-1.9021
5.86,-1.9646
5.87,-1.9961
5.88,-1.9961
5.89,-1.9646
5.9,-1.9021
5.91,-1.8097
5.92,-1.6887
5.93,-1.541
5.94,-1.3691
5.95,-1.1756
5.96,-0.96351
5.97,-0.73625
5.98,-0.49738
5.99,-0.25067
6,-5.8783e-15
6.01,0.25067
6.02,0.49738
6.03,0.73625
6.04,0.96351
6.05,1.1756
6.06,1.3691
6.07,1.541
6.08,1.6887
6.09,1.8097
6.1,1.9021
6.11,1.9646
6.12,1.9961
6.13,1.9961
6.14,1.9646
6.15,1.9021
6.16,1.8097
6.17,1.6887
6.18,1.541
6.19,1.3691
6.2,1.1756
6.21,0.96351
6.22,0.73625
6.23,0.49738
6.24,0.25067
6.25,-9.8219e-16
6.26,-0.25067
6.27,-0.49738
6.28,-0.73625
6.29,-0.96351
6.3,-1.1756
6.31,-1.3691
6.32,-1.541
6.33,-1.6887
6.34,-1.8097
6.35,-1.9021
6.36,-1.9646
6.37,-1.9961
6.38,-1.9961
6.39,-1.9646
6.4,-1.9021
6.41,-1.8097
6.42,-1.6887
6.43,-1.541
6.44,-1.3691
6.45,-1.1756
6.46,-0.96351
6.47,-0.73625
6.48,-0.49738
6.49,-0.25067
6.5,7.8427e-15
6.51,0.25067
6.52,0.49738
6.53,0.73625
6.54,0.96351
6.55,1.1756
6.56,1.3691
6.57,1.541
6.58,1.6887
6.59,1.8097
6.6,1.9021
6.61,1.9646
6.62,1.9961
6.63,1.9961
6.64,1.9646
6.65,1.9021
6.66,1.8097
6.67,1.6887
6.68,1.541
6.69,1.3691
6.7,1.1756
6.71,0.96351
6.72,0.73625
6.73,0.49738
6.74,0.25067
6.75,1.3719e-14
6.76,-0.25067
6.77,-0.49738
6.78,-0.73625
6.79,-0.96351
6.8,-1.1756
6.81,-1.3691
6.82,-1.541
6.83,-1.6887
6.84,-1.8097
6.85,-1.9021
6.86,-1.9646
6.87,-1.9961
6.88,-1.9961
6.89,-1.9646
6.9,-1.9021
6.91,-1.8097
6.92,-1.6887
6.93,-1.541
6.94,-1.3691
6.95,-1.1756
6.96,-0.96351
6.97,-0.73625
6.98,-0.49738
6.99,-0.25067
7,-6.858e-15
7.01,0.25067
7.02,0.49738
7.03,0.73625
7.04,0.96351
7.05,1.1756
7.06,1.3691
7.07,1.541
7.08,1.6887
7.09,1.8097
7.1,1.9021
7.11,1.9646
7.12,1.9961
7.13,1.9961
7.14,1.9646
7.15,1.9021
7.16,1.8097
7.17,1.6887
7.18,1.541
7.19,1.3691
7.2,1.1756
7.21,0.96351
7.22,0.73625
7.23,0.49738
7.24,0.25067
7.25,-2.4759e-18
7.26,-0.25067
7.27,-0.49738
7.28,-0.73625
7.29,-0.96351
7.3,-1.1756
7.31,-1.3691
7.32,-1.541
7.33,-1.6887
7.34,-1.8097
7.35,-1.9021
7.36,-1.9646
7.37,-1.9961
7.38,-1.9961
7.39,-1.9646
7.4,-1.9021
7.41,-1.8097
7.42,-1.6887
7.43,-1.541
7.44,-1.3691
7.45,-1.1756
7.46,-0.96351
7.47,-0.73625
7.48,-0.49738
7.49,-0.25067
7.5,-2.1559e-14
7.51,0.25067
7.52,0.49738
7.53,0.73625
7.54,0.96351
7.55,1.1756
7.56,1.3691
7.57,1.541
7.58,1.6887
7.59,1.8097
7.6,1.9021
7.61,1.9646
7.62,1.9961
7.63,1.9961
7.64,1.9646
7.65,1.9021
7.66,1.8097
7.67,1.6887
7.68,1.541
7.69,1.3691
7.7,1.1756
7.71,0.96351
7.72,0.73625
7.73,0.49738
7.74,0.25067
7.75,1.4698e-14
7.76,-0.25067
7.77,-0.49738
7.78,-0.73625
7.79,-0.96351
7.8,-1.1756
7.81,-1.3691
7.82,-1.541
7.83,-1.6887
7.84,-1.8097
7.85,-1.9021
7.86,-1.9646
7.87,-1.9961
7.88,-1.9961
7.89,-1.9646
7.9,-1.9021
7.91,-1.8097
7.92,-1.6887
7.93,-1.541
7.94,-1.3691
7.95,-1.1756
7.96,-0.96351
7.97,-0.73625
7.98,-0.49738
7.99,-0.25067
8,-7.8377e-15
8.01,0.25067
8.02,0.49738
8.03,0.73625
8.04,0.96351
8.05,1.1756
8.06,1.3691
8.07,1.541
8.08,1.6887
8.09,1.8097
8.1,1.9021
8.11,1.9646
8.12,1.9961
8.13,1.9961
8.14,1.9646
8.15,1.9021
8.16,1.8097
8.17,1.6887
8.18,1.541
8.19,1.3691
8.2,1.1756
8.21,0.96351
8.22,0.73625
8.23,0.49738
8.24,0.25067
8.25,9.7724e-16
8.26,-0.25067
8.27,-0.49738
8.28,-0.73625
8.29,-0.96351
8.3,-1.1756
8.31,-1.3691
8.32,-1.541
8.33,-1.6887
8.34,-1.8097
8.35,-1.9021
8.36,-1.9646
8.37,-1.9961
8.38,-1.9961
8.39,-1.9646
8.4,-1.9021
8.41,-1.8097
8.42,-1.6887
8.43,-1.541
8.44,-1.3691
8.45,-1.1756
8.46,-0.96351
8.47,-0.73625
8.48,-0.49738
8.49,-0.25067
8.5,5.8833e-15
8.51,0.25067
8.52,0.49738
8.53,0.73625
8.54,0.96351
8.55,1.1756
8.56,1.3691
8.57,1.541
8.58,1.6887
8.59,1.8097
8.6,1.9021
8.61,1.9646
8.62,1.9961
8.63,1.9961
8.64,1.9646
8.65,1.9021
8.66,1.8097
8.67,1.6887
8.68,1.541
8.69,1.3691
8.7,1.1756
8.71,0.96351
8.72,0.73625
8.73,0.49738
8.74,0.25067
8.75,1.5678e-14
8.76,-0.25067
8.77,-0.49738
8.78,-0.73625
8.79,-0.96351
8.8,-1.1756
8.81,-1.3691
8.82,-1.541
8.83,-1.6887
8.84,-1.8097
8.85,-1.9021
8.86,-1.9646
8.87,-1.9961
8.88,-1.9961
8.89,-1.9646
8.9,-1.9021
8.91,-1.8097
8.92,-1.6887
8.93,-1.541
8.94,-1.3691
8.95,-1.1756
8.96,-0.96351
8.97,-0.73625
8.98,-0.49738
8.99,-0.25067
9,-8.8175e-15
9.01,0.25067
9.02,0.49738
9.03,0.73625
9.04,0.96351
9.05,1.1756
9.06,1.3691
9.07,1.541
9.08,1.6887
9.09,1.8097
9.1,1.9021
9.11,1.9646
9.12,1.9961
9.13,1.9961
9.14,1.9646
9.15,1.9021
9.16,1.8097
9.17,1.6887
9.18,1.541
9.19,1.3691
9.2,1.1756
9.21,0.96351
9.22,0.73625
9.23,0.49738
9.24,0.25067
9.25,1.957e-15
9.26,-0.25067
9.27,-0.49738
9.28,-0.73625
9.29,-0.96351
9.3,-1.1756
9.31,-1.3691
9.32,-1.541
9.33,-1.6887
9.34,-1.8097
9.35,-1.9021
9.36,-1.9646
9.37,-1.9961
9.38,-1.9961
9.39,-1.9646
9.4,-1.9021
9.41,-1.8097
9.42,-1.6887
9.43,-1.541
9.44,-1.3691
9.45,-1.1756
9.46,-0.96351
9.47,-0.73625
9.48,-0.49738
9.49,-0.25067
9.5,-2.3518e-14
9.51,0.25067
9.52,0.49738
9.53,0.73625
9.54,0.96351
9.55,1.1756
9.56,1.3691
9.57,1.541
9.58,1.6887
9.59,1.8097
9.6,1.9021
9.61,1.9646
9.62,1.9961
9.63,1.9961
9.64,1.9646
9.65,1.9021
9.66,1.8097
9.67,1.6887
9.68,1.541
9.69,1.3691
9.7,1.1756
9.71,0.96351
9.72,0.73625
9.73,0.49738
9.74,0.25067
9.75,1.6658e-14
9.76,-0.25067
9.77,-0.49738
9.78,-0.73625
9.79,-0.96351
9.8,-1.1756
9.81,-1.3691
9.82,-1.541
9.83,-1.6887
9.84,-1.8097
9.85,-1.9021
9.86,-1.9646
9.87,-1.9961
9.88,-1.9961
9.89,-1.9646
9.9,-1.9021
9.91,-1.8097
9.92,-1.6887
9.93,-1.541
9.94,-1.3691
9.95,-1.1756
9.96,-0.96351
9.97,-0.73625
9.98,-0.49738
9.99,-0.25067
