1,1,1000
0,7,
0.002,7.3216,
0.004,7.6321,
0.006,7.9307,
0.008,8.2162,
0.01,8.4876,
0.012,8.744,
0.014,8.9845,
0.016,9.2082,
0.018,9.4142,
0.02,9.6018,
0.022,9.7701,
0.024,9.9185,
0.026,10.046,
0.028,10.153,
0.03,10.238,
0.032,10.301,
0.034,10.341,
0.036,10.358,
0.038,10.352,
0.04,10.322,
0.042,10.269,
0.044,10.193,
0.046,10.092,
0.048,9.9683,
0.05,9.8208,
0.052,9.6501,
0.054,9.4564,
0.056,9.24,
0.058,9.0015,
0.06,8.7411,
0.062,8.4595,
0.064,8.1573,
0.066,7.8352,
0.068,7.4938,
0.07,7.134,
0.072,6.7566,
0.074,6.3624,
0.076,5.9524,
0.078,5.5276,
0.08,5.089,
0.082,4.6376,
0.084,4.1745,
0.086,3.7009,
0.088,3.2179,
0.09,2.7265,
0.092,2.2282,
0.094,1.7239,
0.096,1.215,
0.098,0.70262,
0.1,0.18802,
0.102,-0.32758,
0.104,-0.84299,
0.106,-1.357,
0.108,-1.8684,
0.11,-2.376,
0.112,-2.8786,
0.114,-3.3752,
0.116,-3.8646,
0.118,-4.3458,
0.12,-4.8176,
0.122,-5.2791,
0.124,-5.7292,
0.126,-6.1671,
0.128,-6.5918,
0.13,-7.0025,
0.132,-7.3984,
0.134,-7.7787,
0.136,-8.1427,
0.138,-8.4897,
0.14,-8.8191,
0.142,-9.1303,
0.144,-9.4229,
0.146,-9.6963,
0.148,-9.9502,
0.15,-10.184,
0.152,-10.398,
0.154,-10.591,
0.156,-10.764,
0.158,-10.915,
0.16,-11.046,
0.162,-11.156,
0.164,-11.244,
0.166,-11.312,
0.168,-11.359,
0.17,-11.385,
0.172,-11.39,
0.174,-11.375,
0.176,-11.34,
0.178,-11.285,
0.18,-11.21,
0.182,-11.116,
0.184,-11.002,
0.186,-10.871,
0.188,-10.721,
0.19,-10.553,
0.192,-10.369,
0.194,-10.167,
0.196,-9.9495,
0.198,-9.716,
0.2,-9.4673,
0.202,-9.204,
0.204,-8.9266,
0.206,-8.6357,
0.208,-8.3317,
0.21,-8.0154,
0.212,-7.6873,
0.214,-7.348,
0.216,-6.9981,
0.218,-6.6381,
0.22,-6.2687,
0.222,-5.8905,
0.224,-5.504,
0.226,-5.1099,
0.228,-4.7087,
0.23,-4.3011,
0.232,-3.8876,
0.234,-3.4689,
0.236,-3.0455,
0.238,-2.618,
0.24,-2.187,
0.242,-1.7531,
0.244,-1.3169,
0.246,-0.87887,
0.248,-0.43973,
0.25,-2.14E-15,
0.252,0.43973,
0.254,0.87887,
0.256,1.3169,
0.258,1.7531,
0.26,2.187,
0.262,2.618,
0.264,3.0455,
0.266,3.4689,
0.268,3.8876,
0.27,4.3011,
0.272,4.7087,
0.274,5.1099,
0.276,5.504,
0.278,5.8905,
0.28,6.2687,
0.282,6.6381,
0.284,6.9981,
0.286,7.348,
0.288,7.6873,
0.29,8.0154,
0.292,8.3317,
0.294,8.6357,
0.296,8.9266,
0.298,9.204,
0.3,9.4673,
0.302,9.716,
0.304,9.9495,
0.306,10.167,
0.308,10.369,
0.31,10.553,
0.312,10.721,
0.314,10.871,
0.316,11.002,
0.318,11.116,
0.32,11.21,
0.322,11.285,
0.324,11.34,
0.326,11.375,
0.328,11.39,
0.33,11.385,
0.332,11.359,
0.334,11.312,
0.336,11.244,
0.338,11.156,
0.34,11.046,
0.342,10.915,
0.344,10.764,
0.346,10.591,
0.348,10.398,
0.35,10.184,
0.352,9.9502,
0.354,9.6963,
0.356,9.4229,
0.358,9.1303,
0.36,8.8191,
0.362,8.4897,
0.364,8.1427,
0.366,7.7787,
0.368,7.3984,
0.37,7.0025,
0.372,6.5918,
0.374,6.1671,
0.376,5.7292,
0.378,5.2791,
0.38,4.8176,
0.382,4.3458,
0.384,3.8646,
0.386,3.3752,
0.388,2.8786,
0.39,2.376,
0.392,1.8684,
0.394,1.357,
0.396,0.84299,
0.398,0.32758,
0.4,-0.18802,
0.402,-0.70262,
0.404,-1.215,
0.406,-1.7239,
0.408,-2.2282,
0.41,-2.7265,
0.412,-3.2179,
0.414,-3.7009,
0.416,-4.1745,
0.418,-4.6376,
0.42,-5.089,
0.422,-5.5276,
0.424,-5.9524,
0.426,-6.3624,
0.428,-6.7566,
0.43,-7.134,
0.432,-7.4938,
0.434,-7.8352,
0.436,-8.1573,
0.438,-8.4595,
0.44,-8.7411,
0.442,-9.0015,
0.444,-9.24,
0.446,-9.4564,
0.448,-9.6501,
0.45,-9.8208,
0.452,-9.9683,
0.454,-10.092,
0.456,-10.193,
0.458,-10.269,
0.46,-10.322,
0.462,-10.352,
0.464,-10.358,
0.466,-10.341,
0.468,-10.301,
0.47,-10.238,
0.472,-10.153,
0.474,-10.046,
0.476,-9.9185,
0.478,-9.7701,
0.48,-9.6018,
0.482,-9.4142,
0.484,-9.2082,
0.486,-8.9845,
0.488,-8.744,
0.49,-8.4876,
0.492,-8.2162,
0.494,-7.9307,
0.496,-7.6321,
0.498,-7.3216,
0.5,-7,
0.502,-6.6685,
0.504,-6.3281,
0.506,-5.9799,
0.508,-5.625,
0.51,-5.2644,
0.512,-4.8994,
0.514,-4.5308,
0.516,-4.1599,
0.518,-3.7877,
0.52,-3.4151,
0.522,-3.0433,
0.524,-2.6732,
0.526,-2.3058,
0.528,-1.942,
0.53,-1.5827,
0.532,-1.2289,
0.534,-0.88119,
0.536,-0.54053,
0.538,-0.2076,
0.54,0.11689,
0.542,0.43229,
0.544,0.73801,
0.546,1.0335,
0.548,1.3183,
0.55,1.5918,
0.552,1.8539,
0.554,2.104,
0.556,2.3419,
0.558,2.5673,
0.56,2.7802,
0.562,2.9803,
0.564,3.1676,
0.566,3.342,
0.568,3.5036,
0.57,3.6524,
0.572,3.7885,
0.574,3.9121,
0.576,4.0234,
0.578,4.1226,
0.58,4.2099,
0.582,4.2858,
0.584,4.3505,
0.586,4.4043,
0.588,4.4478,
0.59,4.4812,
0.592,4.5051,
0.594,4.5198,
0.596,4.526,
0.598,4.5239,
0.6,4.5143,
0.602,4.4974,
0.604,4.4739,
0.606,4.4443,
0.608,4.409,
0.61,4.3686,
0.612,4.3235,
0.614,4.2743,
0.616,4.2214,
0.618,4.1652,
0.62,4.1063,
0.622,4.0451,
0.624,3.9819,
0.626,3.9172,
0.628,3.8513,
0.63,3.7846,
0.632,3.7174,
0.634,3.65,
0.636,3.5827,
0.638,3.5157,
0.64,3.4492,
0.642,3.3834,
0.644,3.3186,
0.646,3.2548,
0.648,3.1921,
0.65,3.1307,
0.652,3.0706,
0.654,3.0118,
0.656,2.9544,
0.658,2.8983,
0.66,2.8435,
0.662,2.7901,
0.664,2.7378,
0.666,2.6867,
0.668,2.6366,
0.67,2.5874,
0.672,2.539,
0.674,2.4912,
0.676,2.444,
0.678,2.3971,
0.68,2.3504,
0.682,2.3037,
0.684,2.257,
0.686,2.2099,
0.688,2.1623,
0.69,2.1142,
0.692,2.0652,
0.694,2.0154,
0.696,1.9645,
0.698,1.9123,
0.7,1.8589,
0.702,1.804,
0.704,1.7476,
0.706,1.6895,
0.708,1.6298,
0.71,1.5682,
0.712,1.5049,
0.714,1.4397,
0.716,1.3726,
0.718,1.3037,
0.72,1.2329,
0.722,1.1603,
0.724,1.0859,
0.726,1.0098,
0.728,0.93199,
0.73,0.85265,
0.732,0.77185,
0.734,0.68969,
0.736,0.6063,
0.738,0.5218,
0.74,0.43634,
0.742,0.35007,
0.744,0.26314,
0.746,0.1757,
0.748,0.087936,
0.75,1.29E-15,
0.752,-0.087936,
0.754,-0.1757,
0.756,-0.26314,
0.758,-0.35007,
0.76,-0.43634,
0.762,-0.5218,
0.764,-0.6063,
0.766,-0.68969,
0.768,-0.77185,
0.77,-0.85265,
0.772,-0.93199,
0.774,-1.0098,
0.776,-1.0859,
0.778,-1.1603,
0.78,-1.2329,
0.782,-1.3037,
0.784,-1.3726,
0.786,-1.4397,
0.788,-1.5049,
0.79,-1.5682,
0.792,-1.6298,
0.794,-1.6895,
0.796,-1.7476,
0.798,-1.804,
0.8,-1.8589,
0.802,-1.9123,
0.804,-1.9645,
0.806,-2.0154,
0.808,-2.0652,
0.81,-2.1142,
0.812,-2.1623,
0.814,-2.2099,
0.816,-2.257,
0.818,-2.3037,
0.82,-2.3504,
0.822,-2.3971,
0.824,-2.444,
0.826,-2.4912,
0.828,-2.539,
0.83,-2.5874,
0.832,-2.6366,
0.834,-2.6867,
0.836,-2.7378,
0.838,-2.7901,
0.84,-2.8435,
0.842,-2.8983,
0.844,-2.9544,
0.846,-3.0118,
0.848,-3.0706,
0.85,-3.1307,
0.852,-3.1921,
0.854,-3.2548,
0.856,-3.3186,
0.858,-3.3834,
0.86,-3.4492,
0.862,-3.5157,
0.864,-3.5827,
0.866,-3.65,
0.868,-3.7174,
0.87,-3.7846,
0.872,-3.8513,
0.874,-3.9172,
0.876,-3.9819,
0.878,-4.0451,
0.88,-4.1063,
0.882,-4.1652,
0.884,-4.2214,
0.886,-4.2743,
0.888,-4.3235,
0.89,-4.3686,
0.892,-4.409,
0.894,-4.4443,
0.896,-4.4739,
0.898,-4.4974,
0.9,-4.5143,
0.902,-4.5239,
0.904,-4.526,
0.906,-4.5198,
0.908,-4.5051,
0.91,-4.4812,
0.912,-4.4478,
0.914,-4.4043,
0.916,-4.3505,
0.918,-4.2858,
0.92,-4.2099,
0.922,-4.1226,
0.924,-4.0234,
0.926,-3.9121,
0.928,-3.7885,
0.93,-3.6524,
0.932,-3.5036,
0.934,-3.342,
0.936,-3.1676,
0.938,-2.9803,
0.94,-2.7802,
0.942,-2.5673,
0.944,-2.3419,
0.946,-2.104,
0.948,-1.8539,
0.95,-1.5918,
0.952,-1.3183,
0.954,-1.0335,
0.956,-0.73801,
0.958,-0.43229,
0.96,-0.11689,
0.962,0.2076,
0.964,0.54053,
0.966,0.88119,
0.968,1.2289,
0.97,1.5827,
0.972,1.942,
0.974,2.3058,
0.976,2.6732,
0.978,3.0433,
0.98,3.4151,
0.982,3.7877,
0.984,4.1599,
0.986,4.5308,
0.988,4.8994,
0.99,5.2644,
0.992,5.625,
0.994,5.9799,
0.996,6.3281,
0.998,6.6685,
1,7,
1.002,7.3216,
1.004,7.6321,
1.006,7.9307,
1.008,8.2162,
1.01,8.4876,
1.012,8.744,
1.014,8.9845,
1.016,9.2082,
1.018,9.4142,
1.02,9.6018,
1.022,9.7701,
1.024,9.9185,
1.026,10.046,
1.028,10.153,
1.03,10.238,
1.032,10.301,
1.034,10.341,
1.036,10.358,
1.038,10.352,
1.04,10.322,
1.042,10.269,
1.044,10.193,
1.046,10.092,
1.048,9.9683,
1.05,9.8208,
1.052,9.6501,
1.054,9.4564,
1.056,9.24,
1.058,9.0015,
1.06,8.7411,
1.062,8.4595,
1.064,8.1573,
1.066,7.8352,
1.068,7.4938,
1.07,7.134,
1.072,6.7566,
1.074,6.3624,
1.076,5.9524,
1.078,5.5276,
1.08,5.089,
1.082,4.6376,
1.084,4.1745,
1.086,3.7009,
1.088,3.2179,
1.09,2.7265,
1.092,2.2282,
1.094,1.7239,
1.096,1.215,
1.098,0.70262,
1.1,0.18802,
1.102,-0.32758,
1.104,-0.84299,
1.106,-1.357,
1.108,-1.8684,
1.11,-2.376,
1.112,-2.8786,
1.114,-3.3752,
1.116,-3.8646,
1.118,-4.3458,
1.12,-4.8176,
1.122,-5.2791,
1.124,-5.7292,
1.126,-6.1671,
1.128,-6.5918,
1.13,-7.0025,
1.132,-7.3984,
1.134,-7.7787,
1.136,-8.1427,
1.138,-8.4897,
1.14,-8.8191,
1.142,-9.1303,
1.144,-9.4229,
1.146,-9.6963,
1.148,-9.9502,
1.15,-10.184,
1.152,-10.398,
1.154,-10.591,
1.156,-10.764,
1.158,-10.915,
1.16,-11.046,
1.162,-11.156,
1.164,-11.244,
1.166,-11.312,
1.168,-11.359,
1.17,-11.385,
1.172,-11.39,
1.174,-11.375,
1.176,-11.34,
1.178,-11.285,
1.18,-11.21,
1.182,-11.116,
1.184,-11.002,
1.186,-10.871,
1.188,-10.721,
1.19,-10.553,
1.192,-10.369,
1.194,-10.167,
1.196,-9.9495,
1.198,-9.716,
1.2,-9.4673,
1.202,-9.204,
1.204,-8.9266,
1.206,-8.6357,
1.208,-8.3317,
1.21,-8.0154,
1.212,-7.6873,
1.214,-7.348,
1.216,-6.9981,
1.218,-6.6381,
1.22,-6.2687,
1.222,-5.8905,
1.224,-5.504,
1.226,-5.1099,
1.228,-4.7087,
1.23,-4.3011,
1.232,-3.8876,
1.234,-3.4689,
1.236,-3.0455,
1.238,-2.618,
1.24,-2.187,
1.242,-1.7531,
1.244,-1.3169,
1.246,-0.87887,
1.248,-0.43973,
1.25,-1.96E-14,
1.252,0.43973,
1.254,0.87887,
1.256,1.3169,
1.258,1.7531,
1.26,2.187,
1.262,2.618,
